epoch,stage,trainable_parameter_count,early_stopping_wait,learning_rate_default,train_total,train_point,train_quantile,train_decomposition,train_smoothness,train_sparsity,train_gradient_norm,validation_total,validation_point,validation_quantile,validation_decomposition,validation_smoothness,validation_sparsity,validation_mae_aud_per_mwh,validation_rmse_aud_per_mwh,validation_coverage_80,validation_mean_width_80_aud_per_mwh,validation_coverage_90,validation_mean_width_90_aud_per_mwh,validation_mean_ctf_fusion_weight,validation_mean_dgf_fusion_weight,validation_std_dgf_fusion_weight,validation_selection_total,validation_selection_mae,validation_selection_rmse
36,training,150584,0,0.00024902767557108857,0.4727096433851435,0.128673425880848,0.026188473149262485,0.31769757132324333,0.03773649875039666,0.11243548254841113,5.373134608087646,2.9097695006080007,2.1898046558701747,0.21908940212954384,0.5007146468862108,0.0448273432087053,0.11592665187442304,107.61580015233943,330.2794047334672,0.41815459158368623,105.95135771658369,0.5514955553012094,153.3733068222192,1.0,0.2781781529912708,0.22670347202427749,2.9097695006080007,107.61580015233943,330.2794047334672
37,training,150584,0,0.00024590497660918027,0.4671357177546793,0.12330623637157283,0.025956208957420752,0.31772263018405894,0.0380856700031447,0.11255595937405058,5.131806506725845,2.827083802476817,2.106659330266901,0.2180203764925488,0.5022447132063639,0.04521618752603988,0.11412155653446097,107.14483920381115,323.4751271811166,0.4160133150204113,106.41211388318597,0.5550293769791309,154.70934644567166,1.0,0.2798724985692098,0.2261417838975184,2.827083802476817,107.14483920381115,323.4751271811166
38,training,150584,0,0.00024271058783441568,0.46387645248404846,0.12012340260998416,0.02592884924960057,0.3176737121868394,0.03799906138826143,0.11248902152307706,5.362265952219295,2.7399141296132066,2.0202591973609,0.21689850704089325,0.5025981598845695,0.045352208478717584,0.11297209005978966,106.96923136062567,316.2009572374268,0.41414387089389954,107.9648290704523,0.5591211705009347,157.44138277762676,1.0,0.2840216465905223,0.226366717024742,2.7399141296132066,106.96923136062567,316.2009572374268
39,training,150584,0,0.00023944693502074953,0.46818698603626,0.12425674245622613,0.025991375300764955,0.31779001438625293,0.03852577806829914,0.11032696890254724,6.069993209720578,2.7424958622582145,2.0225069970489433,0.21679399963359586,0.5030376612999401,0.04555507081073544,0.11167253509267894,106.9727988632963,316.442395758827,0.4090076685361108,107.97086921998398,0.5595074587005455,158.7158382334707,1.0,0.28911947275325983,0.22664000600599868,2.7424958622582145,106.9727988632963,316.442395758827
40,training,150584,0,0.00023611649654027453,0.45378547547387804,0.11120560040271776,0.025694365571105337,0.3167378091357655,0.03793356599923334,0.10976703367671238,5.800731740730089,2.7555387631549886,2.035312752369985,0.2163763874036347,0.5036931645099142,0.04583409396490012,0.11062646119050444,106.82583210308292,317.584425662322,0.4055119987791385,108.60226126882559,0.5619921025523635,160.2825189239489,1.0,0.2933237875464362,0.22620265277631035,2.7555387631549886,106.82583210308292,317.584425662322
41,training,150584,0,0.00023272180148118044,0.45224138604635095,0.10951175850309788,0.02560804612038302,0.31697831679866784,0.038232733966583,0.10503170253681934,5.94911095621224,2.7872361174123816,2.067230953285879,0.21460555550582938,0.5052457606438895,0.0459956242688511,0.10785156500016141,106.0995936242924,320.45077557146396,0.4050303307771546,109.13423567097307,0.5678913433291366,162.34169136109364,1.0,0.2942768392511564,0.22467647177078162,2.7872361174123816,106.0995936242924,320.45077557146396
42,training,150584,0,0.00022926542772719986,0.44979461167145274,0.10728010405131949,0.025478706193569164,0.31689448466797254,0.03855717134970873,0.10275833295941277,5.493006236822883,2.7783413973693527,2.0569901678568763,0.21536864593490332,0.5058311221860388,0.04612972698120799,0.10530646549297086,105.07051996969903,319.86504807119536,0.39902617221777115,105.28475923157262,0.5661697378963031,158.4670166211228,1.0,0.2950632125099441,0.22298289891706255,2.7783413973693527,105.07051996969903,319.86504807119536
43,training,150584,0,0.00022574999999999996,0.44082874008509326,0.09930941563514814,0.025082634119200965,0.3162979169442924,0.038320031142613405,0.1004535174858338,5.13368436673182,2.7055527077039305,1.984466676161638,0.21424158935526683,0.5066954484756252,0.046230390647449056,0.102878340763748,104.49105022625878,313.7708465544486,0.399646140933196,105.6360608156523,0.5701327686849033,159.71323779257753,1.0,0.29594298086900983,0.2203768811669078,2.7055527077039305,104.49105022625878,313.7708465544486
44,training,150584,0,0.00022217818786600543,0.43512455033471537,0.09375154233928076,0.024879981163019937,0.31635747575899287,0.03853054065131155,0.0970209805871269,5.641761768403726,2.690933825997974,1.9708148928827531,0.21267812381340434,0.5072942142548243,0.046483693913024406,0.1000440996935442,103.56526903214538,312.7713946914569,0.40403361184235626,106.43199682757836,0.574019495631605,160.92393818435008,1.0,0.29617438953619857,0.21831541443863486,2.690933825997974,103.56526903214538,312.7713946914569
45,training,150584,0,0.00021855270370916703,0.4364067730390411,0.09551841381576671,0.024673547358261456,0.31608103528683745,0.038531228901080516,0.09524451324392855,5.912791969203755,2.6480580035465335,1.9287027911693149,0.21158295037446392,0.5076277718993446,0.04676194394132468,0.09772108474598605,102.77454880509973,309.2501507681932,0.40885506085231393,106.74914653705744,0.5779252985387814,161.42571426059192,1.0,0.2954034245340287,0.21727483347422885,2.6480580035465335,102.77454880509973,309.2501507681932
